id,content,summary
bbc_7045,"bagas etongan detik, bangunan puing, ni gabe bunbunan pansing alana galunsang bongak.",Palisi mampaboa pardemon sian luat hajadion.
bbc_3900,"Ro Ro, pangullus alogo mangaluahon pidong ni sian hurungan Sa.",Bangunan puing gabe bunbunan pansing alana galunsang.
bbc_1439,"Sada ari, ibana manotos laho mangarahon dua biang na i laho mardalani bahen parjolo.",Alogo mangaluahon pidong sian hurungan.
bbc_4393,Dakdanak lahilahi sipatoluhon di keluarga i naeng disunat di ari i.,Ibana mangarahon dua biang mardalani bahen parjolo.
bbc_3875,"Angka ruas deuan jongjong ansiat oposisi, pinjil pandapot sahat pardomuan parpudi.",Dakdanak lahilahi sipatoluhon naeng disunat.
bbc_884,"Amdorang bungbung punpun na i, di pataridahon nasida lima mutik sakura na uli.",Ruas deuan oposisi tu pardomuan parpudi.
bbc_3682,au manyadari ala sala sada suansuanan hu buhai martumbur,Nasida pataridahon lima mutik sakura na uli.
bbc_4648,"Tingki ro salju diluar, au parade sup, manambahon seatanni jagaldohotangka sayur tu bagasan panci.",Manyadari sala sada suansuanan martumbur.
bbc_525,Ibana mangalakkuhon hajahatonna asa mataniari binsar ansiat partinandaan hagogoon huhut panginonana,"Di tingki salju, parade sup dohot sayur."
bbc_4039,"Nasida nunga paradehon sasudena, alai tikki tarbukka pintu, eksperimen i marlangsung dope.",Ibana mangalakkuhon hajahaton asa mataniari binsar.
bbc_4026,"Ibana manjait  pandungkapan nabaru di ginjanb sude na leleng, paulakhon tu hauararna dimulana.",Eksperimen marlangsung dope dung tarbukka pintu.
bbc_5719,"Saonari, Godang do angka pangeran na poso na mamarenta di harajaon i",Ibana manjait pandungkapan nabaru di ginjang na leleng.
bbc_1023,Sangkarimpang jolma dison di tanda ala haburjuon dohot habasaron nasida,Godang pangeran poso mamarenta di harajaon i.
bbc_851,"Sitaon alus andorang dibagasan tingki, laho manotos ulaon laho tu angka ruas na imbaru.",Alus manotos ulaon tu ruas na imbaru dibagasan tingki.
bbc_5259,"Alai, hahisaponna i tarida patar dibagas pangalahona i alana ibana pajolohon hamoraon dohot hatotoga martimbanghon hadengganon huhut asi ni roha.",Pajolohon hamoraon dohot hatotoga sian hadengganon dohot asi ni roha.
bbc_6849,"Alana holong hian do nasida tu parpunguan i, nasida saling manegor do tu nalain.","Holong tu parpunguan, saling manegor tu nalain."
bbc_123,Sangga mangalap gogo ibana mangumma poto nanolina natongtong habir di rungkunna huhut marpadan naeng bus-bus mulak tu ibana,"Mangalap gogo mangumma poto nanoli, marpadan mulak."
bbc_1785,"Ibana manghasiholi dalan tullom pareakhon sangkapna, sopola dibobani angkup abatabat","Manghasiholi dalan pareakhon sangkap, unang bobani abatabat."
bbc_943,"Manuntunhon diri do hami mangalaosi akka asangasangan i, songon na naung hami ulahon najolo, sidung bahen suang manariashon barita nauli taringot hamarhaseaon hami.","Manuntun diri mangalaosi asangasangan, manariashon barita nauli."
bbc_6852,sangharimpang pande kobun mamboan suansuanan poso targora Tujabu hassa.,Pande kobun mamboan suansuanan poso tu jabu.
bbc_6395,Ise pahoppu baoa na sip hera namate i?,Ise pahoppu baoa na sip hera namate?
bbc_2568,"Sangkapsangkap ni roha on,ikkon ibana lumba torus,ima sada parpadanan rap ngolu tu joloanna.","Lumba torus, parpadanan rap ngolu tu joloan."
bbc_3980,angka jolma sandok desa naeng laotu  rangsa targora marapiapi di marsidohot bagas parolopolopon targora.,Jolma sandok desa lao tu rangsa marapiapi di bagas.
bbc_2658,"Ari on unga Aning sae,parade ma lao paradehon.","Ari Aning sae, parade ma paradehon."
bbc_953,"Hunsi pintu i sametmet biji sabi, alai ma",Hunsi pintu sametmet biji sabi.
bbc_6326,"Tingki gunsang ma galumbang di laut i, marningot ma ibana ala ndang boi di ingot ibana poda ni Kristus i.","Gunsang galumbang, ndang ingot poda ni Kristus."
bbc_4164,"Nangpe suasana lungun, ketegangan tarida jelas dope, mansai maralo tu hagaoran na twrjadi di ariari andorangsona.","Lungun, ketegangan dope, maralo tu hagaoran."
bbc_2408,"Ibana mamboto Molo ibana paluahon dirina sian mara,jala haporseaonndirina nunga balga.","Paluahon diri sian mara, haporseaon balga."
bbc_1548,"Hita dang boi manghansiti makhluk ngolu aha pe, jala hita mamelehon arta ugasan hita dohot sukarela, asa tondi hita boi diparbadiai","Ndang hansiti makhluk, melehon arta asa diparbadiai tondi."
bbc_4324,"John, huasoi porlak dohot ekkelmu","John, huasoi porlak dohot ekkelmu."
bbc_1188,Adong boaboa na tarsurat i pintu na marisi taringot hamubaon ni jom karejo,Boaboa hamubaon jom karejo di pintu.
bbc_1843,"Sang anak, nang mardomu tu parpadanan na imbaru, hamagoan ngoluna demi paluahon sandok huria ni manusia",Hamagoan ngolu paluahon sandok huria ni manusia.
bbc_399,"Ibana marpikkir,'Molo ibana manggabunghon holong rohana tu luhut ni portibi dohot holong rohana tu pangajaran luhut ni portibi, ibana naeng gabe haholongan lingkungan na lobi denggan sian au",Gabunghon holong tu luhut portibi dohot pangajaran.
bbc_5076,"Furnitur na borat i di tarik huduru sian jabu, sampe nasida loja dibaeheni","Furnitur borat ditarik sian jabu, loja dibahen."
bbc_6455,"Jabu na ditoru ni tano i nungga mangusir jolma na mangolu, dohot jolma na nungga mate.",Jabu ditoru tano mangusir jolma mangolu dohot mate.
bbc_7323,"Huhut manarik hosana bagas,ibana mandok 'molo hita mananom boni, sogot tano on ikkon gabe padang rumput, mangiasi jabuta dohot bagak!","Mananom boni, gabe padang rumput, mangiasi jabu."
bbc_7975,"Ahu Ikkon mampapunguhon lobi godang parbinotoan,inna, huhut mangantusi satuppuk maksud na dilehon ni sang parbarita","Mampapunguhon parbinotoan, mangantusi maksud parbarita."
bbc_4354,Guru uhum i mangalehon parsikkola tugas na mangogai.,Guru uhum mangalehon tugas na mangogai.
bbc_7524,"Ahu mamereng sudena songon najolo, holan ahu dang huboto aha do tong adong jolma na tading jsan","Mamereng songon najolo, ndang boto jolma na tading."
bbc_4257,"Ibana manxaritahon tu nasida sada umpasaumpasa taringot hasintongan, jala nasida mansai lungun.","Mancaritahon umpasa hasintongan, nasida lungun."
bbc_5194,"Nang pe poso, alai boi do dakdanak paluahon angka halak parhutai sian binatang  buas, jala dirayahon ma habaranion ni i ma diari pasapuluhon pesta musim panas.","Dakdanak paluahon halak sian binatang, dirayahon habaranion."
bbc_4501,"Obukna marhillong di toru ni sondangni mataniari, mambaheni tarida  tongam.","Obuk marhillong di toru sondang, tarida tongam."
bbc_3234,Perusahaan na dipajonjong huhut tahi mamparbuehon maratusratus tanaman Bagas tingki Onom Pulu Ari i buhai Gogo na signifikan,Perusahaan mamparbuehon maratusratus tanaman tingki onom pulu ari.
bbc_5084,Godang na papatarhon molo i mangalaosi sian angka parpunguan na hea diadopi nasida.,Godang na papatarhon mangalaosi parpunguan na hea diadopi.
bbc_5901,"Tu hau Ara, didok anak i ma tu Hau Ara i, ""Ale ho, Hau Hara, Unang malos ho alani bura i.'","Mandok tu Hau Ara, ""Unang malos ho alani bura i."""
bbc_4606,Ndada ibana nunga manyumbanghon hak warisna gabe koleksi raphon hita?,Manyumbanghon hak waris tu koleksi.
bbc_7013,luat Kota na jo Rame dohot hangoluon Nuaeng diarihon Nalungun borngin.,Kota na rame diarihon nalungun borngin.
bbc_4247,Nu ga hudokhon tuho ala hambing naposo i mangido gumodangan sipanganon.,Hudokhon hambing naposo mangido gumodangan sipanganon.
bbc_6877,"sada ari, ina anak baea baea ni Manjalosa lao tu onan huhut manuhor piga piga parbue Sogar.",Ina anak boru lao tu onan manuhor piga parbue.
bbc_6208,"Marsogot, naeng mangalo do nasida asa palaohon angka pangalele di tano ni nasida",Marsogot mangalo palaohon pangalele di tano.
bbc_3227,On ma adong tamu na lao mamuhai pidato na,Tamu na lao mamuhai pidato.
bbc_7655,John mandabuhon vas inon baru pocca marserakan,"John mandabuhon vas, pocca marserakan."
bbc_1083,Sipanganon na las dope sian oven i diisi dohot kaserol na tabo.,Sipanganon na las sian oven diisi kaserol na tabo.
bbc_6614,"Elia, unang ma habe jolma na oto di bagas sinagog, ikkon lindungan mu do dirim saddiri.","Elia lindungi diri di sinagog, unang gabe jolma na oto."
bbc_4089,"Molo keadaan gabe lam buruk, ibana mungkin naeng mamungka martangiang mangido mukjizat.","Keadaan buruk, martangiang mangido mukjizat."
bbc_7512,"John, parhobas nanialap jabu i, lao","John, parhobas nanialap jabu i, lao."
bbc_4874,Daishon aspal i tu jambar ruar parau asa tahan aek.,Daishon aspal tu jambar ruar asa tahan aek.
bbc_5466,Gabe pos roha jala sobo muruk ni halaki alani denggan hatana i.,"Pos roha, sobo muruk alani denggan hata."
bbc_4896,"Ibana mamikirhon tolu tingki laho pajumpang dohot au, i ma ditingki nasalpu, tingki boi hurajai situasi","Mikirhon tolu tingki pajumpang, tingki boi hurajai situasi."
bbc_3196,"John,boi do ho mulak saonari?","John, boi do ho mulak saonari?"
bbc_2302,hamu dang mangalehon goar hamu tu ise pe,Hamu ndang mangalehon goar tu ise pe.
bbc_6947,"Pittu na, matua jala sega, manippan sada si ingoton taringot jabu i.",Pittu matua sega manippan siingoton taringot jabu.
bbc_6333,Ndang dipeakhon ibana kassa mata na i di lambung ni podoman na i ala nunga adong poti na i,"Ndang peakhon kassa mata di lambung podoman, nunga adong poti."
bbc_985,Ibana dipaloas manadinghon huta  i laho manfaluahon diri sian sibolis.,Dipaloas manadinghon huta laho paluahon diri sian sibolis.
bbc_6593,ibana ingkon mangadopi Uhumanna huhut hanataanna ala nasida naeng manyalibna,Mangadopi uhum ala nasida naeng manyalibna.
bbc_281,"Jabu ni ompungna, na marupahon inganan na demak huhut las, mampuna langgatan di dia ibana mangahap dame","Jabu ompung inganan na demak dohot las, inganan dame."
bbc_4223,"Tingki au mangajar, au mamastihon na dibahen siswaku gombaran, na marparbuehon sumansumanan tu hangoluan.","Mangajar, mambahen gombaran na marparbuehon sumansumanan."
bbc_7477,"Ahu mangatim alogo na purnas, dohot",Mangatim alogo na purnas.
bbc_7756,"Ekkel ni hasida sahat hu alogo, dohot porlu nang piga leleng laho sahalak sang walikota, nugga kawin, mamparrohahon nasida dohotw ekkel na lambok","Ekkel sahat hu alogo, porlu piga leleng laho mamparrohahon."
bbc_2804,"Di manogot ari,ibana dang nampuna barita lao di seritahon tarsingot aha na adong di pudi ni pintu i.",Ndang barita lao taringot aha na adong di pudi pintu.
bbc_445,"Pidong darapati ima saihur pidong sian marragam na mampar, hundul hohom songon naeng marpoto,  tarsongon jolma",Pidong darapati hundul hohom songon naeng marpoto.
bbc_594,Agia bongka on dang paturunhon girgir niba,Bongka ndang paturun girgir niba.
bbc_1583,Ibana mangudurhon uduran soldadu mulak tu istana.,Mangudurhon uduran soldadu mulak tu istana.
bbc_3944,pangalapation na  olap samponggol  roti na ture adongma tolu hirang gok  dohot baguatte marlingkit  renyah huhut maruarna tu emason,"Pangalapation olap roti, tolu hirang gok baguatte marlingkit."
bbc_2213,"Nangpe ahu makkatai natohi, alai Nasida Pitung do mangattusi dibagasan hata-hata hu, on mambaen parbadaan na bagas","Makkatai natohi, Pitung mangartihon dibagasan hata."
bbc_6399,"Jhon, na ndada godang Marhatai ditanda manghunti timbo integritasna diginjang Sasudena.","John ndang godang hatai, timbo integritas diginjang sasudena."
bbc_3579,"ahu, sahalakk baea, nga mangorom huhut upa na adongma tartompa na pangatusion imbaru huhut lobi andar","Baea mangorom, tompa pangatusion imbaru na lobi andar."
bbc_788,Hami nadua buhau mangarorot aropan targora,Nadua buhau mangarorot aropan targora.
bbc_2935,"Panjaga i , sahalak baoa na poran,nunga manutupi pintu dukkon sude binatang adong di bagas.",Panjaga poran manutupi pintu dohot sude binatang.
bbc_583,Dung dibege halaki taringot tu parubatan,Dibege halaki taringot tu parubatan.
bbc_6537,"Sada bukku peak i san, jala bukku i mamboan au tu bagas nipi, na massai dao sian na tarjadi.","Bukku mamboan tu bagas nipi, na dao sian na tarjadi."
bbc_611,Dang marjoget manang margaul ibana alai hundul do ibana di sudut ni ruangan i tarida lungun dohot muruk bohina,"Hundul di sudut, lungun dohot muruk bohina."
bbc_6839,"Sangga mataniari buhai binsar, pangidoido ni Mamatos Pardalananna na tarotol-otol, huhut sahali muse, Kota gabe ngolu.","Mataniari binsar, Kota gabe ngolu muse."
bbc_2438,Ibana nampuna sabuk kulit na ibana pakke lao pakencanghon area i sabola pinggangna.,Sabuk kulit pakencanghon area pinggangna.
bbc_4706,"Hita naeng mangulahon on sasintongna, dangi? sungkun ibana.","Sungkun, ""Hita naeng mangulahon on sasintongna?"""
bbc_471,"Molo ianakhon ndang manggashon tu maninggalhon huta, ibana ndang mantat marsala, alana ibana tongtong paradehon sidalian","Ndang maninggalhon huta, tongtong paradehon sidalian."
bbc_3908,misteri tandangan Sa na jotjot tu banda matua ni gabe panguhalon sikatoan na las di lambung parhundul Kota,Tandangan banda gabe panguhalon sikatoan na las.
bbc_4919,Negara i mangarihon rumang na tangkas di peta.,Negara mangarihon rumang na tangkas di peta.
bbc_1498,"Ala nipina on, ibana mamutushon laho manuan tolu  bunga imbaru nasarupa",Mamutushon manuan tolu bunga imbaru na sarupa.
bbc_6350,"Dilehon halak i do parjanjian tu dewan kota i, na mangidohon adong seni publik na imbaru",Parjanjian tu dewan kota mangido seni publik imbaru.
bbc_5682,"Boi do didorguk ibana sagalas aek, sopola dibereng ibana adong rongit na gelleng na madabu tu Aek i","Dorguk sagalas aek, rongit gelleng madabu."
bbc_1699,Hamu boi mandokhon ala dang adong nang tipak tu mangadopi on.,Hamu boi mandokhon ndang adong tipak mangadopi on.
bbc_172,Harajaon na digombarhon bagas gombaranon marupahon jabu ompungna,Harajaon na digombarhon marupahon jabu ompung.
bbc_4205,"Diboto ho do, ndangna ari ari i laho dihasiholi?","Diboto ho, ndang ari-ari i laho dihasiholi?"
bbc_6768,"Au nungga mangkarejohon karejokku dohot rajin, nang pe tikki marsahit au.","Mangkarejohon karejo rajin, nang pe marsahit."
bbc_1371,"Alai, naingkon rambon ibana taradop mangkansim di kantor na i.",Rambon mangkansim di kantor.
bbc_2246,"Au nunga manjumpanghon hadameon, hata au, dohot gok marsigomgom sian roha","Manjumpanghon hadameon, gok marsigomgom sian roha."
bbc_2729,"Pangula i mangalean lombu-lombuna sada adaran na bolak lao maramba,mangalean halaki inganan na sukkup.","Mangalean lombu adaran bolak lao maramba, mangalean inganan sukkup."
bbc_7937,"Hita pasti Ikkon mangadopi masala, ale hita ikkon mangatasi na sarappak, alana portibi ta margantung tu ibana.","Mangadopi masala, mangatasi sarappak, portibi margantung."
bbc_1619,"Tingki marmeam di porlak, ibana mamahe golang na angur na pagodanghon las ni roha","Marmeam di porlak, mamahe golang angur pagodanghon las ni roha."
bbc_7385,"Inna, i dapur adong toples na dipakke opung na laho manimpan salai baenan na sandirk",Toples di dapur dipakke opung manimpan salai.
bbc_5826,Nang pe ro udan dohot alogo di ruar dang mangambat ibana laho lua manogot,Udan dohot alogo ndang mangambat laho lua.
bbc_54,Ibana tubu gabe suansuanan huhut manubuhon bulung ijo na bagak,"Tubu gabe suansuanan, manubuhon bulung ijo na bagak."
bbc_6288,"Penelitian na mamboan panimpuli tu habot ni roha, hambor tu habot ni roha",Penelitian mamboan panimpuli tu habot ni roha.
bbc_3399,"bagas portibi parbinotoan, adong ma ringkot di mamparateatehon bajur mi.",Ringkot mamparateatehon bajur mi di portibi parbinotoan.
bbc_3541,"Sang anak, na Pamasahon Tihas hadebataon, Mangonsop habibiton ompung boru Sijolojolo tubu.","Pamasahon tihas hadebataon, mangonsop habibiton ompung boru."
bbc_920,"Panatapan i jukjuk timbo, huhut di ginjangna i, na di gobari salju, liat onom meter um timbo sian humaliang na i.","Panatapan timbo, salju onom meter um timbo sian humaliang."
bbc_334,"Alai, ingkon i boto hamu ala on dang tingki na tingkos di manongos tona i",Ndang tingki na tingkos manongos tona i.
bbc_2910,"Ibana ditanda onansiat ni sira ni portibi, jotjot mangalean pada na uli.","Ditanda siat sira portibi, jotjot mangalean pada na uli."
bbc_6637,"Toppu, lappu mellep jala i mulai musik, sahera panggung i na makkatai, manjou sude jolma asa ro mamereng partunjukan i.","Lappu mellep, musik mulai, manjou jolma mamereng partunjukan."
bbc_7541,Au dang sabor laho mandege jepang(nagari na tarbarita dohot ha basaronna na tarbukka),Ndang sabor laho mandege Jepang na tarbarita.
bbc_7017,"diantara ni lante na baru di padenggan dohot dorpi na baru i cat, boi dibereng jolma habalgaan na najolo, nagabe saksi hajayaon ni jabu nabagak i.","Lante baru, dorpi baru, jolma najolo saksi hajayaon jabu."
bbc_2967,"Toho do si Tom marhapateon tu paredangadengna , manang na ibana naeng lao sip-sip pas mara mangansam?",Tom marhapateon tu paredangadengna manang lao sip-sip pas mara?
bbc_6610,"Aje, molo monang do halaki i parlubbaan na naeng ro, dongan sahutakku, na maccai lomo rohana, ikkon mambaen pesta na balga do.","Molo monang, dongan sahuta naeng mambaen pesta balga."
bbc_2015,"Ibana manjou ni angka pardengke, manjujui nasida tu pajongjonghon tenda raja di sambola purba istana",Manjou pardengke pajongjonghon tenda raja di istana.
bbc_555,Ibana naeng mangahap biar molo mangalashon sada na ringkot,Naeng mangahap biar molo mangalashon na ringkot.
bbc_6807,molo turgas parjolo adong ma pasidunghon gombaran pintuna naeng gabe kanvas na Tang.,Pasidunghon gombaran pintu gabe kanvas na tang.
bbc_7492,"Alai,sadari on dang mardalan songon na di roha.",Sadari on dang mardalan songon na di roha.
bbc_5322,"sangga ima nasida mampartahanhon aha na nasida parhatutu, alani i nasida mamboto ima na toho dipadalan.","Mampartahanhon hatutuon, mamboto na toho dipadalan."
bbc_1202,Ualikota i dang hea muse tu abalan i olat ni uju i.,Walikota dang hea muse tu abalan olat ni uju i.
bbc_4904,Alai dang dope sahat sude angka na dipinarsitami.,Dang dope sahat sude na dipinarsitami.
bbc_5991,"Jongjong ma ibana, hitir hitir ma pat na alai sai togap do ibana i ma tanda na gogo do rohana","Jongjong hitir-hitir, alai togap, tanda gogo rohana."
bbc_3765,"ibana mangolap ketidakadilan di tingkina, dohot sara na  ndada holan marbangko profetik alai musem revolusioner.","Mangolap ketidakadilan, sara profetik dohot revolusioner."
bbc_2719,"Pas mataniari torang,sada boni tagaman na baru tarberengna tubu sian bagas ni roha parhuddul kota.","Mataniari torang, boni tagaman tubu sian roha parhudduk kota."
bbc_5592,Au naeng mardomu hosom di topi laut dohot dongan di paedolokan.,Naeng mardomu hosom di topi laut dohot dongan.
bbc_2676,"Sadari on,ujungna ibana pauneunehon laos so tu parngoluon.",Ujungna pauneunehon laos so tu parngoluon.
bbc_237,"Ari i mohop, alai parubaon ari naeng disurasura saut tu borngin i","Ari mohop, parubaon disurasura tu borngin."
bbc_2313,Hamu naeng manuanghon aek mata hamu tu bagas dalihan na magorgorgorgor,Naeng manuanghon aek mata tu dalihan na magorgor.
bbc_7081,"andorang Patna tipul, lonsam partandangna marganda, patuduhon ala ibana disintai.","Pat tipul, partandang marganda, patuduhon disintai."
bbc_1970,"nion tontang pambahenan na denggan na i padalanna, tingki ibana mananggo jambulan ganjangna tu mambahen wig tu jolma namarsahit ckanker","Pambahenan denggan, mananggo jambulan tu wig jolma marsahit kanker."
bbc_155,"Ibana marsangkap bongot kuliah taon naro, tu mangguruhon homi luat portibi","Marsangkap bongot kuliah, mangguruhon homi luat portibi."
bbc_3125,"Ibana nunga paboahon hami nasintong taringot namasa i, paboahon sa jelas jelasnya tarsingot akka hal naso diboto hami.","Paboahon namasa, hal naso diboto hami."
bbc_3772,"hami ndada manggadis tondi hami, hami Mangalehon ngolu hami ate ate alana hami ingkon Padalanhon Sa, alai alana ni adong ma bongka na sintong di Olohon.","Ndada manggadis tondi, mangalehon ngolu ala bongka sintong."
bbc_717,"Di holangholang  mandomu nasida, sada tambak na didapothon angkup sahalak boruboru, na gabe pusok gundo","Mandomu di tambak, boruboru gabe pusok gundo."
bbc_5970,"Tarbarita do kabar i, tarhabar songon na manggunsang sude kota i",Kabar manggunsang sude kota.
bbc_7713,"Dang boi iporso ibana dang kawin,ale gotapna tong dang olo maruba","Dang boi iporso dang kawin, gotapna dang olo maruba."
bbc_3804,ibana mambahen  tolu pulu uhum naimbaru sada sada lobi poltik sian na andorangsona.,"Mambahen tolu pulu uhum imbaru, lobi politik."
bbc_2365,"Ibana boi manguba ngoluna, nion adongma tingkina","Boi manguba ngolu, adong tingkina."
bbc_2412,Pillitanna boi mamboan ngoluna hu bagas harundutan manang mamboanna hu hatimboon baru hu level ngolu na lobi burju sian saonari.,Pillitan mamboan ngolu hu harundutan manang hatimboon baru.
bbc_5461,damang disan manghatahon tolon,Damang manghatahon tolon.
bbc_7925,Ibana lagi proses ibagasan manambai jamahan na parpudi tu ulaonna,Manambai jamahan parpudi tu ulaonna.
bbc_2355,"Ibana maradong di tohang pangungkapon parulan parjeheon damangna, huhut panghorhonna mansai jongir","Maradong di tohang pangungkapon parjeheon, panghorhon jongir."
bbc_6039,"Mangadopi angka na dangol on, marbalik ma halak i tu panurirang","Mangadopi na dangol, marbalik tu panurirang."
bbc_291,"Nga rarat be barita pangalangkupion dohot hagabuson, gabe sega hadameon.","Barita pangalangkupion dohot hagabuson rarat, hadameon sega."
bbc_4084,"Ingkon adong sada ari di dia hita giot mataniari manondangi bohinta muse, alana hal i manhinhothon hita tu angka inganan na jolo he hita tandangi.","Sada ari mataniari manondangi bohi, manhinhot tu inganan najolo."
bbc_3432,"Hamarhaseaon tingki salpu sa jotjot di ingot,  patuginjang pos ni roha di hagogoonna.","Hamarhaseaon salpu diingot, patuginjang pos ni roha."
bbc_858,"Ansiat alingan gubernur, Hamu ditugashon laho paluahon aha na tarsisa di ari i.",Ditugashon paluahon na tarsisa di ari i.
bbc_3079,"Pas au mamereng bab papitu,ho mar alang alus maradophon parbagion porlu sian sarita i.","Mamereng bab pitu, maradophon parbagion porlu."
bbc_3124,"Saleleng martaon-taon,ibana tubu bagak,jukjuk sampe adong di ginjang hau-hau na asing.","Martaon-taon tubu bagak, jukjuk di ginjang hau-hau na asing."
bbc_5616,Na sian pintu i do ibana masuk tu tingki na huhut mansohot i,Sian pintu masuk tu tingki na mansohot.
bbc_7279,"Andorangso,ibana laho maniaphon dirina, mamikkiri poda sian sarita inon","Maniaphon diri, mamikkiri poda sian sarita."
bbc_6968,"Alana dohot halaki mangarayahon, ro do rasa parsadaan dohot hasonangon.","Mangarayahon, ro parsadaan dohot hasonangon."
bbc_7467,"Tingki hami piknik i gijang meja, hami manadari satonga ari nami ikkon ipahabis laho marulaon, hal na pasonangkon ibandingkon dohot mangan hatop-hatop na biasa hami lakuhon.","Piknik di ginjang meja, manadari satonga ari marulaon."
bbc_4814,Anakna i magoan meammeam na hinalomoanna di pantar ni bilutna na sursar.,Anak magoan meammeam di pantar bilut sursar.
bbc_116,"Tom, lobi sian sasudena giot mangalap aha pe na boi i dapothoj sian portibi huhut marsiajar",Tom naeng mangalap aha pe sian portibi huhut marsiajar.
bbc_4915,"Nang pe sipata talu, alai nunga marsitutu laho surung do si John.","Nang pe talu, John marsitutu laho surung."
bbc_3103,Ai dang adong jolma na terlibat naso ro lao manjumpai au?,Ndang adong jolma na terlibat naso ro manjumpai.
bbc_2106,"Buku nang adong di ginjang meja on, mangarihon lampak nang nunga matua",Buku di ginjang meja mangarihon lampak na matua.
bbc_5530,"Au dang martangiang laho au sandiri, alai asa banuam dilehon aropan.","Ndang martangiang sandiri, alai dilehon aropan."
bbc_5721,Jonok do kota i tu binanga na tarbonggal i dohot tembok na matua na mansai timbo i,Kota jonok tu binanga tarbonggal dohot tembok matua na timbo.
bbc_7225,"Dakdanak Iya, dang sala huhut dang adong pangalaman portibi songon biru-biru, dang dipaloas maninggalhon huta alani ibana ikkon mampadala karejo-karejona","Dakdanak dang sala, dang adong pangalaman, dang dipaloas maninggalhon."
bbc_5249,Las rohana laho mamboan anakna mardalani jala i ma na parjolo mulana.,Las roha mamboan anak mardalani parjolo.
bbc_4718,Jonok jabuna sai torus manghilala longang ala tindakanna.,Jonok jabu manghilala longang ala tindakan.
bbc_319,"ibana mambuha pintu ba diholangholang poti poti di apartemenna baru , ibana manjumpanghon sabiji satatan na manginsak parngoluan laonna, ibana nuaeng maradong di hasiangan na pinjil","Mambuha pintu, manjumpanghon satatan manginsak parngoluan."
bbc_7915,"Hodokna manetek hu tano,abu na longkot i alisna","Hodok manetek hu tano, abu longkot di alis."
bbc_6258,"Aha na dipandok songini gogo, sahera Debata na patuduhon dalan","Na dipandok gogo, Debata patuduhon dalan."
bbc_4054,"Tingki pangisi ni huta manjonokina, nasida mangalalushon dohot hasangapan, mangampotampotisa songon ibana sahalak nabi.","Pangisi huta manjonok, mangalalushon dohot hasangapan songon nabi."
bbc_467,Andigan ma sinagoge na dibagasan dame dohot na sonang manjalo akka na marsahit sian hurungan?,Andigan sinagoge manjalo na marsahit sian hurungan?
bbc_3247,"maninggalhon ae biar hu di an, au Manggashon di nangkok tu ginjang hau ni","Maninggalhon biar, manggashon nangkok tu ginjang hau."
bbc_5257,"Tompa, au dipaulak tu hanataan, marlegot mandao sian maranganangan.","Dipaulak tu hanataan, marlegot sian maranganangan."
bbc_7995,"Ibana tinggal dijabui saleleng tolu bulan,pahothon nabinoto na dohot mangajarhon jola na lain songon mambidik","Tinggal di jabu tolu bulan, pahothon na binoto, mangajarhon mambidik."
bbc_3760,agia ibana Nunga di ansi huhut di Sahiti ibana mangaloas jolma ni di mangalehon panangkasion Sa,"Nunga diansi, mangaloas jolma mangalehon panangkasion."
bbc_4600,Ibana papinda piala boruna tu inganan na lobi jukjuk di ruang tamu.,Papinda piala boru tu inganan jukjuk di ruang tamu.
bbc_2495,"Pas hata-gata kaliar sian pamanganna,ibana manghatai taringot iman na di bagas na boi pasohon gelombang haraguon na balga lao ro.","Hata kaliar, manghatai taringot iman na pasohon haraguon."
bbc_6679,Boha ma sohirimon on na patuduhon dohot patolhasson nanijalahan baen ngolu na lobi bagak?,Sohirimon patuduhon dohot patolhasson ngolu na bagak.
bbc_5600,Di oloi nasida do ngoluna i gabe pangajari di hadirion ni hatigoran tu ganup jolma na olo marsiajar,Mangoloi ngolu gabe pangajari hatigoran tu na marsiajar.
bbc_4532,"Sang raja ndada hlan mamakke mahkotana jala asang, alai ibana manjua ensetni hahuasaan.",Raja mamakke mahkota dohot manjua hahuasaan.
bbc_5272,"Tingki mangullus angin timur, gabe mardisir ma jolma mardosa","Angin timur mangullus, jolma mardosa mardisir."
bbc_4502,Dilaporhon ala jamita nabi i mambahen godang jolma tarhatotong jala longang.,Jamita nabi mambahen jolma tarhatotong jala longang.
bbc_5449,"dimanogot ni ari sangga sisik halongan parjolo loni mangaehon sihar mataniari, au mangahap pala ngolu.","Sisik halongan mangaehon sihar, mangahap pala ngolu."
bbc_2723,"Ibana tinggal i jabu saleleng tolu bulan,alai haooloonna lao marpetualang dang hea so.","Tinggal di jabu tolu bulan, haooloon marpetualang dang so."
bbc_3417,"alai laos, ndada isi sahalak pe na naeng helhul - helhul mangatusi haadongon pambusukhon na di rasahon na.",Ndang adong na mangatusi pambusukhon na dirasahon.
bbc_3950,"asi Sa iboto baea-baea hu, sala sada ruas ringkot panita Na patupahon,  ndada dohar manguduti turgas Sa","Ruas ringkot panita patupahon, ndang dohar manguduti."
bbc_6846,"hami tarabuk huduru sian zona menak, mamillit marlojong Mamolus hauma na Ndang dope hea hami Olohon Mula hami pasudahon Partaonan mohop di topi pasir mandapothon ae dame.","Tarabuk sian zona menak, marlojong mamolus hauma, pasudahon partaonan."
